Estado;Código Município;Nome Município;Código Função;Nome Função;Código Subfunção;Nome Subfunção;Código Programa;Nome Programa;Código Ação;Nome Ação;Linguagem Cidadã;Valor
RIO DE JANEIRO;5843;ITAPERUNA;10;Saúde;304;Vigilância Sanitária;1289;Vigilância e Prevenção de Riscos Decorrentes da Produção e do Consumo de Bens e Serviços;8719;Vigilância Sanitária de Produtos, Serviços e Ambientes, Tecidos, Células e Órgãos Humanos;Vigilância Sanitária;1836,36
RIO DE JANEIRO;5843;ITAPERUNA;22;Indústria;333;Empregabilidade;1025;Promoção da Sustentabilidade de Espaços Sub-Regionais - PROMESO;6424;Estruturação e Dinamização de Arranjos Produtivos Locais em Espaços Sub-regionais; ;211000,00
RIO DE JANEIRO;5843;ITAPERUNA;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;099B;Transferência a Estados, Distrito Federal e Municípios para Compensação da Isenção do ICMS aos Estados Exportadores - (art. 91 ADCT);Transferências - LC n.º 87/96 e 115/2003;85890,48
RIO DE JANEIRO;5843;ITAPERUNA;10;Saúde;124;Controle Interno;0016;Gestão da Política de Saúde;8753;Monitoramento e Avaliação da Gestão do SUS;Avaliação da Gestão SUS;4752,33
RIO DE JANEIRO;5843;ITAPERUNA;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1220;Assistência Ambulatorial e Hospitalar Especializada;8934;Atenção Especializada em Saúde Bucal;CEO;138600,00
RIO DE JANEIRO;5843;ITAPERUNA;21;Organização Agrária;127;Ordenamento Territorial;1334;Desenvolvimento Sustentável de Territórios Rurais;8991;Apoio a Projetos de Infra-estrutura e Serviços em Territórios Rurais;Infra-estrutura;341250,00
RIO DE JANEIRO;5843;ITAPERUNA;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0551;Transferências do Fundo Especial dos Royalties pela Produção de Petróleo e Gás Natural (Lei nº 7.525, de 1986 - Art.6º);Royalties;225401,62
RIO DE JANEIRO;5843;ITAPERUNA;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0C33;Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB;FUNDEB;1853591,85
RIO DE JANEIRO;5843;ITAPERUNA;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1220;Assistência Ambulatorial e Hospitalar Especializada;8585;Atenção à Saúde da População para Procedimentos em Média e Alta Complexidade;TETO MAC;37337105,60
RIO DE JANEIRO;5843;ITAPERUNA;10;Saúde;303;Suporte Profilático e Terapêutico;1293;Assistência Farmacêutica e Insumos Estratégicos;20AE;Promoção da Assistência Farmacêutica e Insumos Estratégicos na Atenção Básica em Saúde;FARMÁCIA BÁSICA;338143,60
RIO DE JANEIRO;5843;ITAPERUNA;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1444;Vigilância, Prevenção e Controle de Doenças e Agravos;20AC;Incentivo Financeiro a Estados, Distrito Federal e Municípios para Ações de Prevenção e Qualificação da Atenção em HIV/AIDS e outras Doenças Sexualmente Transmissíveis;HIV AIDS;66000,00
RIO DE JANEIRO;5843;ITAPERUNA;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0045;Fundo de Participação dos Municípios - FPM (CF, art.159);FPM - CF art. 159;13822974,64
RIO DE JANEIRO;5843;ITAPERUNA;08;Assistência Social;243;Assistência à Criança e ao Adolescente;0068;Erradicação do Trabalho Infantil;8662;Concessão de Bolsa para Crianças e Adolescentes em Situação de Trabalho;Transferência de Renda - PETI;9475,00
RIO DE JANEIRO;5843;ITAPERUNA;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;20AD;Piso de Atenção Básica Variável - Saúde da Família;PAB Variável - PSF;2046566,00
RIO DE JANEIRO;5843;ITAPERUNA;08;Assistência Social;244;Assistência Comunitária;1335;Transferência de Renda com Condicionalidades - Bolsa Família;8446;Serviço de Apoio à Gestão Descentralizada do Programa Bolsa Família;Indice de Gestão Descentralizada - IGD;60434,25
RIO DE JANEIRO;5843;ITAPERUNA;10;Saúde;422;Direitos Individuais, Coletivos e Difusos;0016;Gestão da Política de Saúde;6182;Ouvidoria Nacional de Saúde;Ouvidoria;21824,87
RIO DE JANEIRO;5843;ITAPERUNA;12;Educação;847;Transferências para Educação Básica;1061;Brasil Escolarizado;0969;Apoio ao Transporte Escolar na Educação Básica;PNATE;64755,52
RIO DE JANEIRO;5843;ITAPERUNA;08;Assistência Social;243;Assistência à Criança e ao Adolescente;8034;Nacional de Inclusão de Jovens - ProJovem;20B8;Serviço Socioeducativo para Jovens de 15 a 17 anos;Projovem Adolescente;16331,25
RIO DE JANEIRO;5843;ITAPERUNA;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;8581;Estruturação da Rede de Serviços de Atenção Básica de Saúde;Estruturação/DAB;390000,00
RIO DE JANEIRO;5843;ITAPERUNA;28;Encargos Especiais;847;Transferências para Educação Básica;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0369;Cota-Parte dos Estados e DF do Salário-Educação;Cota-parte dos Estados e DF do Salário-Educação;2200726,18
RIO DE JANEIRO;5843;ITAPERUNA;12;Educação;306;Alimentação e Nutrição;1061;Brasil Escolarizado;8744;Apoio à Alimentação Escolar na Educação Básica; ;577728,00
RIO DE JANEIRO;5843;ITAPERUNA;12;Educação;812;Desporto Comunitário;1448;Qualidade na Escola;12KV;DESCRIÇÃO PENDENTE DE DEFINIÇÃO; ;97999,48
RIO DE JANEIRO;5843;ITAPERUNA;27;Desporto e Lazer;812;Desporto Comunitário;1250;Esporte e Lazer da Cidade;5450;Implantação e Modernização de Infra-estrutura para Esporte Recreativo e de Lazer;Infraestrutura para Esporte Recreativo e de Lazer;47224,13
RIO DE JANEIRO;5843;ITAPERUNA;10;Saúde;422;Direitos Individuais, Coletivos e Difusos;0016;Gestão da Política de Saúde;8705;Ampliação das Práticas de Gestão Participativa, de Controle Social e de Educação em Saúde;Controle Social;1508,67
RIO DE JANEIRO;5843;ITAPERUNA;12;Educação;847;Transferências para Educação Básica;1061;Brasil Escolarizado;0515;Dinheiro Direto na Escola para a Educação Básica;PDDE;825611,84
RIO DE JANEIRO;5845;LAJE DO MURIAE;08;Assistência Social;244;Assistência Comunitária;1335;Transferência de Renda com Condicionalidades - Bolsa Família;8442;Transferência de Renda Diretamente às Famílias em Condição de Pobreza e Extrema Pobreza (Lei nº 10.836, de 2004);Bolsa Família;467623,00
RIO DE JANEIRO;5845;LAJE DO MURIAE;10;Saúde;303;Suporte Profilático e Terapêutico;1293;Assistência Farmacêutica e Insumos Estratégicos;20AE;Promoção da Assistência Farmacêutica e Insumos Estratégicos na Atenção Básica em Saúde;FARMÁCIA BÁSICA;27189,84
RIO DE JANEIRO;5845;LAJE DO MURIAE;08;Assistência Social;243;Assistência à Criança e ao Adolescente;8034;Nacional de Inclusão de Jovens - ProJovem;20B8;Serviço Socioeducativo para Jovens de 15 a 17 anos;Projovem Adolescente;3768,75
RIO DE JANEIRO;5845;LAJE DO MURIAE;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0551;Transferências do Fundo Especial dos Royalties pela Produção de Petróleo e Gás Natural (Lei nº 7.525, de 1986 - Art.6º);Royalties;45080,32
RIO DE JANEIRO;5845;LAJE DO MURIAE;12;Educação;847;Transferências para Educação Básica;1061;Brasil Escolarizado;0969;Apoio ao Transporte Escolar na Educação Básica;PNATE;6412,00
RIO DE JANEIRO;5845;LAJE DO MURIAE;12;Educação;847;Transferências para Educação Básica;1061;Brasil Escolarizado;0515;Dinheiro Direto na Escola para a Educação Básica;PDDE;76705,92
RIO DE JANEIRO;5845;LAJE DO MURIAE;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0999;Recursos para a Repartição da Contribuição de Intervenção no Domínio Econômico - CIDE-Combustíveis;CIDE - Combustíveis;31009,98
RIO DE JANEIRO;5845;LAJE DO MURIAE;28;Encargos Especiais;847;Transferências para Educação Básica;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0369;Cota-Parte dos Estados e DF do Salário-Educação;Cota-parte dos Estados e DF do Salário-Educação;277643,08
RIO DE JANEIRO;5845;LAJE DO MURIAE;20;Agricultura;605;Abastecimento;6003;Apoio ao Desenvolvimento do Setor Agropecuário;7H17;Apoio a Projetos de Desenvolvimento do Setor Agropecuário; ;97500,00
RIO DE JANEIRO;5845;LAJE DO MURIAE;12;Educação;306;Alimentação e Nutrição;1061;Brasil Escolarizado;8744;Apoio à Alimentação Escolar na Educação Básica; ;56544,00
RIO DE JANEIRO;5845;LAJE DO MURIAE;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0547;Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º);CFEM;2146,05
RIO DE JANEIRO;5845;LAJE DO MURIAE;08;Assistência Social;243;Assistência à Criança e ao Adolescente;0068;Erradicação do Trabalho Infantil;8662;Concessão de Bolsa para Crianças e Adolescentes em Situação de Trabalho;Transferência de Renda - PETI;225,00
RIO DE JANEIRO;5845;LAJE DO MURIAE;10;Saúde;304;Vigilância Sanitária;1289;Vigilância e Prevenção de Riscos Decorrentes da Produção e do Consumo de Bens e Serviços;20AB;Incentivo Financeiro aos Estados, Distrito Federal e Municípios para Execução de Ações de Vigilância Sanitária;Vigilância Sanitária;2400,00
RIO DE JANEIRO;5845;LAJE DO MURIAE;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0C33;Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB;FUNDEB;207193,95
RIO DE JANEIRO;5845;LAJE DO MURIAE;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;006M;Transferência para Municípios - Imposto Territorial Rural;Transferência - ITR - Municípios;2287,91
RIO DE JANEIRO;5845;LAJE DO MURIAE;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0548;Transferências de Cotas-Partes dos Royalties pela Produção de Petróleo e Gás Natural (Lei nº 9.478, de 1997 - Art.48);Royalties;3156804,18
RIO DE JANEIRO;5845;LAJE DO MURIAE;08;Assistência Social;244;Assistência Comunitária;1335;Transferência de Renda com Condicionalidades - Bolsa Família;8446;Serviço de Apoio à Gestão Descentralizada do Programa Bolsa Família;Indice de Gestão Descentralizada - IGD;8411,85
RIO DE JANEIRO;5845;LAJE DO MURIAE;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;20AD;Piso de Atenção Básica Variável - Saúde da Família;PAB Variável - PSF;313023,00
RIO DE JANEIRO;5845;LAJE DO MURIAE;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;8577;Piso de Atenção Básica Fixo;PAB Fixo;221497,32
RIO DE JANEIRO;5845;LAJE DO MURIAE;10;Saúde;305;Vigilância Epidemiológica;1444;Vigilância, Prevenção e Controle de Doenças e Agravos;20AL;Incentivo Financeiro aos Estados, Distrito Federal e Municípios Certificados para a Vigilância em Saúde;Vigilância em Saúde;48487,27
RIO DE JANEIRO;5845;LAJE DO MURIAE;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0045;Fundo de Participação dos Municípios - FPM (CF, art.159);FPM - CF art. 159;2764595,12
RIO DE JANEIRO;5845;LAJE DO MURIAE;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;099B;Transferência a Estados, Distrito Federal e Municípios para Compensação da Isenção do ICMS aos Estados Exportadores - (art. 91 ADCT);Transferências - LC n.º 87/96 e 115/2003;32594,94
RIO DE JANEIRO;5847;MACAE;08;Assistência Social;243;Assistência à Criança e ao Adolescente;8034;Nacional de Inclusão de Jovens - ProJovem;20B8;Serviço Socioeducativo para Jovens de 15 a 17 anos;Projovem Adolescente;2512,50
RIO DE JANEIRO;5847;MACAE;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1220;Assistência Ambulatorial e Hospitalar Especializada;8585;Atenção à Saúde da População para Procedimentos em Média e Alta Complexidade;TETO MAC;1740,13
RIO DE JANEIRO;5847;MACAE;16;Habitação;451;Infra-Estrutura Urbana;1128;Urbanização, Regularização Fundiária e Integração de Assentamentos Precários;10S6;Apoio à Melhoria das Condições de Habitabilidade de Assentamentos Precários; ;2622982,44
RIO DE JANEIRO;5847;MACAE;08;Assistência Social;243;Assistência à Criança e ao Adolescente;0073;Enfrentamento da Violência Sexual contra Crianças e Adolescentes;2383;Serviços de Proteção Social a Crianças e Adolescentes Vítimas de Violência, Abuso e Exploração Sexual e suas Famílias;CREAS;13000,00
RIO DE JANEIRO;5847;MACAE;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;12L5;DESCRIÇÃO PENDENTE DE DEFINIÇÃO; ;180000,01
RIO DE JANEIRO;5847;MACAE;10;Saúde;303;Suporte Profilático e Terapêutico;1293;Assistência Farmacêutica e Insumos Estratégicos;20AE;Promoção da Assistência Farmacêutica e Insumos Estratégicos na Atenção Básica em Saúde;FARMÁCIA BÁSICA;661004,24
RIO DE JANEIRO;5847;MACAE;12;Educação;847;Transferências para Educação Básica;1061;Brasil Escolarizado;0515;Dinheiro Direto na Escola para a Educação Básica;PDDE;966212,64
RIO DE JANEIRO;5847;MACAE;10;Saúde;304;Vigilância Sanitária;1289;Vigilância e Prevenção de Riscos Decorrentes da Produção e do Consumo de Bens e Serviços;8719;Vigilância Sanitária de Produtos, Serviços e Ambientes, Tecidos, Células e Órgãos Humanos;Vigilância Sanitária;3589,74
RIO DE JANEIRO;5847;MACAE;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0C33;Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB;FUNDEB;6106492,24
RIO DE JANEIRO;5847;MACAE;08;Assistência Social;244;Assistência Comunitária;1335;Transferência de Renda com Condicionalidades - Bolsa Família;8442;Transferência de Renda Diretamente às Famílias em Condição de Pobreza e Extrema Pobreza (Lei nº 10.836, de 2004);Bolsa Família;4473060,00
RIO DE JANEIRO;5847;MACAE;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;099B;Transferência a Estados, Distrito Federal e Municípios para Compensação da Isenção do ICMS aos Estados Exportadores - (art. 91 ADCT);Transferências - LC n.º 87/96 e 115/2003;914315,70
RIO DE JANEIRO;5847;MACAE;12;Educação;365;Educação Infantil;1448;Qualidade na Escola;12KU;DESCRIÇÃO PENDENTE DE DEFINIÇÃO; ;528452,08
RIO DE JANEIRO;5847;MACAE;16;Habitação;482;Habitação Urbana;9991;Habitação de Interesse Social;0648;Apoio ao Poder Público para Construção Habitacional para Famílias de Baixa Renda; ;17172,00
RIO DE JANEIRO;5847;MACAE;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;8577;Piso de Atenção Básica Fixo;PAB Fixo;2548385,82
RIO DE JANEIRO;5847;MACAE;12;Educação;847;Transferências para Educação Básica;1061;Brasil Escolarizado;0969;Apoio ao Transporte Escolar na Educação Básica;PNATE;9871,44
RIO DE JANEIRO;5847;MACAE;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0547;Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º);CFEM;181895,45
RIO DE JANEIRO;5847;MACAE;08;Assistência Social;243;Assistência à Criança e ao Adolescente;0068;Erradicação do Trabalho Infantil;8662;Concessão de Bolsa para Crianças e Adolescentes em Situação de Trabalho;Transferência de Renda - PETI;1875,00
RIO DE JANEIRO;5847;MACAE;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1444;Vigilância, Prevenção e Controle de Doenças e Agravos;20AC;Incentivo Financeiro a Estados, Distrito Federal e Municípios para Ações de Prevenção e Qualificação da Atenção em HIV/AIDS e outras Doenças Sexualmente Transmissíveis;HIV AIDS;178838,66
RIO DE JANEIRO;5847;MACAE;10;Saúde;305;Vigilância Epidemiológica;1444;Vigilância, Prevenção e Controle de Doenças e Agravos;20AL;Incentivo Financeiro aos Estados, Distrito Federal e Municípios Certificados para a Vigilância em Saúde;Vigilância em Saúde;690115,73
RIO DE JANEIRO;5847;MACAE;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;20AD;Piso de Atenção Básica Variável - Saúde da Família;PAB Variável - PSF;3054494,00
RIO DE JANEIRO;5847;MACAE;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0045;Fundo de Participação dos Municípios - FPM (CF, art.159);FPM - CF art. 159;23718003,82
RIO DE JANEIRO;5847;MACAE;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0551;Transferências do Fundo Especial dos Royalties pela Produção de Petróleo e Gás Natural (Lei nº 7.525, de 1986 - Art.6º);Royalties;386752,96
RIO DE JANEIRO;5847;MACAE;10;Saúde;303;Suporte Profilático e Terapêutico;1293;Assistência Farmacêutica e Insumos Estratégicos;8415;Manutenção e Funcionamento das Farmácias Populares;Manutenção de Farmácias;70000,00
RIO DE JANEIRO;5847;MACAE;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;006M;Transferência para Municípios - Imposto Territorial Rural;Transferência - ITR - Municípios;71978,89
RIO DE JANEIRO;5847;MACAE;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0999;Recursos para a Repartição da Contribuição de Intervenção no Domínio Econômico - CIDE-Combustíveis;CIDE - Combustíveis;316422,71
RIO DE JANEIRO;5847;MACAE;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1220;Assistência Ambulatorial e Hospitalar Especializada;20EV;Enfrentamento ao Crack e Outras Drogas; ;331000,00
RIO DE JANEIRO;5847;MACAE;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0550;Transferências de Cotas-Partes da Participação Especial pela Produção de Petróleo e Gás Natural (Lei nº 9.478, de 1997 - Art.50);Royalties;49850046,69
RIO DE JANEIRO;5847;MACAE;28;Encargos Especiais;847;Transferências para Educação Básica;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0369;Cota-Parte dos Estados e DF do Salário-Educação;Cota-parte dos Estados e DF do Salário-Educação;8499748,93
RIO DE JANEIRO;5847;MACAE;12;Educação;306;Alimentação e Nutrição;1061;Brasil Escolarizado;8744;Apoio à Alimentação Escolar na Educação Básica; ;1955676,00
RIO DE JANEIRO;5847;MACAE;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0548;Transferências de Cotas-Partes dos Royalties pela Produção de Petróleo e Gás Natural (Lei nº 9.478, de 1997 - Art.48);Royalties;300725306,78
RIO DE JANEIRO;5847;MACAE;08;Assistência Social;244;Assistência Comunitária;1335;Transferência de Renda com Condicionalidades - Bolsa Família;8446;Serviço de Apoio à Gestão Descentralizada do Programa Bolsa Família;Indice de Gestão Descentralizada - IGD;86128,28
RIO DE JANEIRO;5847;MACAE;10;Saúde;304;Vigilância Sanitária;1289;Vigilância e Prevenção de Riscos Decorrentes da Produção e do Consumo de Bens e Serviços;20AB;Incentivo Financeiro aos Estados, Distrito Federal e Municípios para Execução de Ações de Vigilância Sanitária;Vigilância Sanitária;70027,98
RIO DE JANEIRO;5849;MAGE;08;Assistência Social;244;Assistência Comunitária;1335;Transferência de Renda com Condicionalidades - Bolsa Família;8442;Transferência de Renda Diretamente às Famílias em Condição de Pobreza e Extrema Pobreza (Lei nº 10.836, de 2004);Bolsa Família;13967898,00
RIO DE JANEIRO;5849;MAGE;10;Saúde;303;Suporte Profilático e Terapêutico;1293;Assistência Farmacêutica e Insumos Estratégicos;20AE;Promoção da Assistência Farmacêutica e Insumos Estratégicos na Atenção Básica em Saúde;FARMÁCIA BÁSICA;830735,60
RIO DE JANEIRO;5849;MAGE;10;Saúde;305;Vigilância Epidemiológica;1444;Vigilância, Prevenção e Controle de Doenças e Agravos;20AL;Incentivo Financeiro aos Estados, Distrito Federal e Municípios Certificados para a Vigilância em Saúde;Vigilância em Saúde;856780,32
RIO DE JANEIRO;5849;MAGE;12;Educação;847;Transferências para Educação Básica;1061;Brasil Escolarizado;0969;Apoio ao Transporte Escolar na Educação Básica;PNATE;35202,99
RIO DE JANEIRO;5849;MAGE;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0045;Fundo de Participação dos Municípios - FPM (CF, art.159);FPM - CF art. 159;23718003,82
RIO DE JANEIRO;5849;MAGE;08;Assistência Social;243;Assistência à Criança e ao Adolescente;0073;Enfrentamento da Violência Sexual contra Crianças e Adolescentes;2383;Serviços de Proteção Social a Crianças e Adolescentes Vítimas de Violência, Abuso e Exploração Sexual e suas Famílias;CREAS;13000,00
RIO DE JANEIRO;5849;MAGE;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1220;Assistência Ambulatorial e Hospitalar Especializada;8761;Serviço de Atendimento Móvel de Urgência - Samu 192;SAMU;472500,00
RIO DE JANEIRO;5849;MAGE;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0999;Recursos para a Repartição da Contribuição de Intervenção no Domínio Econômico - CIDE-Combustíveis;CIDE - Combustíveis;334754,61
RIO DE JANEIRO;5849;MAGE;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1220;Assistência Ambulatorial e Hospitalar Especializada;20EV;Enfrentamento ao Crack e Outras Drogas; ;38000,00
RIO DE JANEIRO;5849;MAGE;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1220;Assistência Ambulatorial e Hospitalar Especializada;8585;Atenção à Saúde da População para Procedimentos em Média e Alta Complexidade;TETO MAC;11019586,75
RIO DE JANEIRO;5849;MAGE;10;Saúde;304;Vigilância Sanitária;1289;Vigilância e Prevenção de Riscos Decorrentes da Produção e do Consumo de Bens e Serviços;20AB;Incentivo Financeiro aos Estados, Distrito Federal e Municípios para Execução de Ações de Vigilância Sanitária;Vigilância Sanitária;59128,82
RIO DE JANEIRO;5849;MAGE;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;099B;Transferência a Estados, Distrito Federal e Municípios para Compensação da Isenção do ICMS aos Estados Exportadores - (art. 91 ADCT);Transferências - LC n.º 87/96 e 115/2003;88692,48
RIO DE JANEIRO;5849;MAGE;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;20AD;Piso de Atenção Básica Variável - Saúde da Família;PAB Variável - PSF;6585524,00
RIO DE JANEIRO;5849;MAGE;12;Educação;306;Alimentação e Nutrição;1061;Brasil Escolarizado;8744;Apoio à Alimentação Escolar na Educação Básica; ;2825232,00
RIO DE JANEIRO;5849;MAGE;08;Assistência Social;243;Assistência à Criança e ao Adolescente;8034;Nacional de Inclusão de Jovens - ProJovem;20B8;Serviço Socioeducativo para Jovens de 15 a 17 anos;Projovem Adolescente;55275,00
RIO DE JANEIRO;5849;MAGE;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;8577;Piso de Atenção Básica Fixo;PAB Fixo;3134661,89
RIO DE JANEIRO;5849;MAGE;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0551;Transferências do Fundo Especial dos Royalties pela Produção de Petróleo e Gás Natural (Lei nº 7.525, de 1986 - Art.6º);Royalties;386752,96
RIO DE JANEIRO;5849;MAGE;10;Saúde;303;Suporte Profilático e Terapêutico;1293;Assistência Farmacêutica e Insumos Estratégicos;8415;Manutenção e Funcionamento das Farmácias Populares;Manutenção de Farmácias;140000,00
RIO DE JANEIRO;5849;MAGE;12;Educação;847;Transferências para Educação Básica;1061;Brasil Escolarizado;0515;Dinheiro Direto na Escola para a Educação Básica;PDDE;1781933,65
RIO DE JANEIRO;5849;MAGE;14;Direitos da Cidadania;366;Educação de Jovens e Adultos;8034;Nacional de Inclusão de Jovens - ProJovem;2A95;Elevação da Escolaridade e Qualificação Profissional - ProJovem Urbano e Campo; ;719004,00
RIO DE JANEIRO;5849;MAGE;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0547;Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º);CFEM;492064,41
RIO DE JANEIRO;5849;MAGE;08;Assistência Social;244;Assistência Comunitária;1335;Transferência de Renda com Condicionalidades - Bolsa Família;8446;Serviço de Apoio à Gestão Descentralizada do Programa Bolsa Família;Indice de Gestão Descentralizada - IGD;175037,63
RIO DE JANEIRO;5849;MAGE;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1220;Assistência Ambulatorial e Hospitalar Especializada;8934;Atenção Especializada em Saúde Bucal;CEO;198000,00
RIO DE JANEIRO;5849;MAGE;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0548;Transferências de Cotas-Partes dos Royalties pela Produção de Petróleo e Gás Natural (Lei nº 9.478, de 1997 - Art.48);Royalties;32447223,81
RIO DE JANEIRO;5849;MAGE;28;Encargos Especiais;847;Transferências para Educação Básica;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0369;Cota-Parte dos Estados e DF do Salário-Educação;Cota-parte dos Estados e DF do Salário-Educação;9354839,84
RIO DE JANEIRO;5849;MAGE;08;Assistência Social;243;Assistência à Criança e ao Adolescente;0068;Erradicação do Trabalho Infantil;8662;Concessão de Bolsa para Crianças e Adolescentes em Situação de Trabalho;Transferência de Renda - PETI;150,00
RIO DE JANEIRO;5849;MAGE;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1444;Vigilância, Prevenção e Controle de Doenças e Agravos;20AC;Incentivo Financeiro a Estados, Distrito Federal e Municípios para Ações de Prevenção e Qualificação da Atenção em HIV/AIDS e outras Doenças Sexualmente Transmissíveis;HIV AIDS;63275,90
RIO DE JANEIRO;5849;MAGE;12;Educação;812;Desporto Comunitário;1448;Qualidade na Escola;12KV;DESCRIÇÃO PENDENTE DE DEFINIÇÃO; ;779864,54
RIO DE JANEIRO;5849;MAGE;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;12L5;DESCRIÇÃO PENDENTE DE DEFINIÇÃO; ;106666,67
RIO DE JANEIRO;5849;MAGE;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1220;Assistência Ambulatorial e Hospitalar Especializada;12L4;DESCRIÇÃO PENDENTE DE DEFINIÇÃO; ;200000,00
RIO DE JANEIRO;5849;MAGE;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0C33;Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB;FUNDEB;7014328,30
